entropy,epoch,grad_norm,learning_rate,loss,mean_token_accuracy,num_tokens,step
0.0969137561507523,1.0,0.012225431390106678,0.00018949541262593762,0.09527976512908935,0.9620624266564846,2355341.0,80
0.09013020414859056,2.0,0.005207037553191185,0.00014532799038330385,0.08970270156860352,0.9635427512228489,4699601.0,160
0.08609125688672066,3.0,0.003967775031924248,8.333360798744496e-05,0.08542048931121826,0.9652280285954475,7042635.0,240
0.08660378786735237,4.0,0.004605364520102739,2.2604196294924694e-05,0.08606568574905396,0.9654370233416557,9678900.0,330
0.08577589178457856,5.0,0.004813321866095066,1.1441868981815207e-07,0.08466439843177795,0.965830235183239,12016364.0,410
